Nome Attività,Categoria,Sito Web,Telefono,Indirizzo,Comune,Provincia,Email
Tenuta Manca,Restaurant,https://tenutamanca.com/,353 335 6660,"Case Sparse Via Comunale di Lei, 6",Lizzanello,Lecce,info@tenutamanca.com
Trattoria Acaya,Italian restaurant,http://www.trattoriaacaya.it/,347 408 4175,"Via Vito Rugge, 13",Acaya,Lecce,info@trattoriaacaya.it
LA ZONA Pub Radical beer,Pub,http://lazona-pub.it/,351 396 0484,Piazza del Popolo,Vernole,Lecce,
Small Cucina And More,Restaurant,https://www.smallristorante.com/,,"Via Dante Alighieri, 59",San Cesario di Lecce,Lecce,antoniofragola@hotmail.com
Masseria San Pietro,Restaurant,http://www.masseria-sanpietro.it/,0832 177 8271,"Strada Provinciale 366 San Cataldo-Otranto Km 5, Strada Comunale di Acaya, Km 2",Acaya,Lecce,
Jackson A-typical trattoria and pizzeria,Pizza restaurant,http://jacksonpizzeria.it/,0832 169 4237,piazza garibaldi,San Cesario di Lecce,Lecce,jacksonpizzeria93@gmail.com
Lo Spirito Del Grano,Pizza restaurant,,391 380 5114,258 Via Unità d'Italia 94,San Cesario di Lecce,Lecce,
Sfizi Cotti,Restaurant,,328 104 0570,"Via S. Cesario, 30",San Cesario di Lecce,Lecce,
Lu Casale,Bed & breakfast,,335 638 6259,"Via Giuseppe Mazzini, 163",San Cesario di Lecce,Lecce,
Le Pizzecate,Pizza restaurant,,388 806 4254,"VIa Lazio, 16",San Cesario di Lecce,Lecce,
Ristorante Pizzeria La Tana Del Lupo Di De Carlo Giuseppe,Restaurant,,327 009 2173,"Via Solano Li Belli, 15",Lequile,Lecce,
Ristorante Cantina Don Carlo - San Pietro in Lama,Restaurant,https://cantina-don-carlo.eatbu.com/?lang=en,0832 263299,"Via Sant'Antonio, 10",San Pietro in Lama,Lecce,
La Cascina | Ristorante Pizzeria,Pizza restaurant,,0832 359528,"Via Lecce, 94/b",San Cesario di Lecce,Lecce,
Gusti Proibiti,Restaurant,,388 049 9366,"Via Cesare Battisti, 13",Lecce,Lecce,
Ristorante Lilith,Restaurant,http://www.ristorantelilith.it/,393 996 2150,Provinciale Strudà,Vanze,Lecce,info@ristorantelilith.it
Pizzeria La Vecchia Curte,Pizza restaurant,,328 986 3938,"Via Russo, 23",San Cesario di Lecce,Lecce,
L'Oca Fifì,Restaurant,https://www.locafifi.it/,328 036 1679,"Via Lecce, 69",Lequile,Lecce,fratellilezzi3@gmail.com
"Pizzeria ""Lu Focalire""",Pizza restaurant,,340 760 5917,"Via Dante Alighieri, 90",San Cesario di Lecce,Lecce,
Il Carnaio 2.0 Steak House,Meat dish restaurant,,,"Via S. Cesario, 2",San Cesario di Lecce,Lecce,
"Tabisca ""il Vico dei Tagliati""",Steak house,http://www.tabisca.it/,380 634 4345,Via Dietro Ospedale dei Pellegrini 29 In un vicolo presso Piazzatta Santa Chiara,Lecce,Lecce,info@tabisca.it
Antica Pucceria Giannone dal 1941,Restaurant,http://www.facebook.com/anticapucceriagiannone,0832 726430,"Via Giuseppe Libertini, 46",Lecce,Lecce,
Bar NUMERO 14,Espresso bar,https://www.facebook.com/profile.php?id=100065050712081,327 652 9069,"Via Croce di Lecce, 14",San Cesario di Lecce,Lecce,
Picciu Te Fame,Sandwich shop,,328 477 4458,"Via Raffaello Sanzio, 9",Novoli,Lecce,
Elite Restaurant Eventi,Restaurant,,379 250 4585,SP15,Novoli,Lecce,
La Locanda,Restaurant,http://www.lalocandacampisalentina.it/,348 316 6735,"Via Raffaele Maddalo, 35",Campi Salentina,Lecce,lalocanda.campisalentina@gmail.com
Tenuta la Corte Agriturismo e Ricevimenti,Wedding venue,http://www.tenutalacorte.com/,347 680 9072,"Via Trepuzzi, 40",Novoli,Lecce,info@tenutalacorte.com
Il Quadrifoglio,Pizza restaurant,,328 061 8574,"Via Sicilia, 1",Novoli,Lecce,
Il Golosone,Cake shop,,0832 712260,"Via S. Giovanni, 13",Novoli,Lecce,
Palato Salato 2.0 NOVOLI,Pizza restaurant,,340 059 8716,"Via Carmiano, 34",Novoli,Lecce,
Pizzeria La Capricciosa,Pizza restaurant,,329 581 5655,"Via Sant'Antonio, 120/F",Novoli,Lecce,
OSTERIA LU ZAMPICARU,Restaurant,,379 190 4147,"Via Eugenio Montale, 18",Novoli,Lecce,
La Cava • Food & Wine,Restaurant,https://social.quandoo.com/en/groups/la-cava-food-wine-103133,388 182 9772,"Unnamed Road, 73051",Novoli,Lecce,
La Corte del Convento,Pizza restaurant,,328 884 3722,"Via Pio XII, 20",Villa Convento,Lecce,
Farmhouse “Li Calizzi Arte & Natura”,Farmstay,http://www.agriturismolicalizzi.it/,327 316 9721,Str. Vicinale Marini,Novoli,Lecce,info@agriturismolicalizzi.it
Teglia,Pizza restaurant,,375 669 7855,"Via Milano, 46/B",Novoli,Lecce,
CORTE CELESTINI,Fish restaurant,https://social.quandoo.com/en/groups/corte-celestini-carmiano-103926,380 247 1310,"Via Lecce, 10",Carmiano,Lecce,
Atenze Restaurant,Restaurant,https://atenze.it/,0832 245111,"Piazzetta Gabriele Riccardi, 13",Lecce,Lecce,atenze@patriapalace.it
Piccola Osteria,Restaurant,,349 070 1052,"Via Cola di Rienzo, 22",Campi Salentina,Lecce,
La Piazza Del Gusto,Pizza restaurant,,324 568 5102,"P.za Regina Margherita, 11",Novoli,Lecce,
Crazy Bull Cafè - American Restaurant,American restaurant,http://www.crazybull.it/,0832 279368,"Via Rosanna Benzi, 2a",Surbo,Lecce,amministrazione@tagim.it
Villa Marchesi,Italian restaurant,,,SP17,Veglie,Lecce,
Pizzeria Paradiso,Restaurant,,335 137 9067,SP4 Novoli,Salice Salentino,Lecce,
Marino Goloso Salentino,Restaurant,,380 136 0162,"Via Tasso, 9",Novoli,Lecce,
Livingstone Restaurant Lecce,Restaurant,http://livingstone.restaurant/,392 570 1177,"Via Vito Mario Stampacchia, 17",Lecce,Lecce,
Crazy Bull Cafè - American Restaurant,American restaurant,http://www.crazybull.it/,0832 279368,"Via Rosanna Benzi, 2a",Surbo,Lecce,amministrazione@tagim.it
Lu Cardillu Trattoria,Italian restaurant,,329 493 7777,P.za Regina Margherita,Novoli,Lecce,
Al Capone,Pizza takeaway,,347 879 4476,"Via Giacomo Matteotti, 46",San Cesario di Lecce,Lecce,
Piccola Osteria,Restaurant,,349 070 1052,"Via Cola di Rienzo, 22",Campi Salentina,Lecce,
La Locanda,Restaurant,http://www.lalocandacampisalentina.it/,348 316 6735,"Via Raffaele Maddalo, 35",Campi Salentina,Lecce,lalocanda.campisalentina@gmail.com
CORTE CELESTINI,Fish restaurant,https://social.quandoo.com/en/groups/corte-celestini-carmiano-103926,380 247 1310,"Via Lecce, 10",Carmiano,Lecce,
Masseria Pezzuti,Restaurant,https://www.masseriapezzuti.it/,328 320 4204,Via Madonna Buon Consiglio,Trepuzzi,Lecce,
"Agriturismo ""Tenuta Lu Cantieri "" | Cucina tipica salentina",Restaurant,https://www.tenutalucantieri.it/,350 071 1165,"Via li Stretti, 24",Novoli,Lecce,info@tenutalucantieri.it
Baccanera,Restaurant,http://baccanera.weebly.com/,329 004 8311,"via, Via Cuore di Maria, 9",Campi Salentina,Lecce,
Atenze Restaurant,Restaurant,https://atenze.it/,0832 245111,"Piazzetta Gabriele Riccardi, 13",Lecce,Lecce,atenze@patriapalace.it
Vastè 927,Restaurant,,328 126 6043,"Via Lecce angolo, Via Luigi Madaro",Novoli,Lecce,
Food Truck Conversano,Fast food restaurant,,327 567 2530,Piazza Stazione,Novoli,Lecce,
Ristorante da Nene',Restaurant,,347 597 9739,"SS 7 Ter, km 76.200 - km 4, zona",Lecce,Lecce,
Ottoemezzo,Pizza restaurant,https://social.quandoo.com/en/groups/ottoemezzo-carmiano-104935,376 009 4756,"Via Roma, 260",Carmiano,Lecce,
Osteria degli Spiriti,Italian restaurant,https://www.osteriadeglispiriti.it/,0832 246274,"Via Cesare Battisti, 4",Lecce,Lecce,info@osteriadeglispiriti.it
Braceria,Restaurant,,328 213 0098,"LE, Via Taranto, 122",Campi Salentina,Lecce,
Malcandrino,Restaurant,http://www.malcandrino.it/,342 312 4240,Strada Provinciale Lecce,Monteroni di Lecce,Lecce,info@malcandrino.it
Del Monte Macelleria e Braceria,Steak house,https://m.facebook.com/macelleriabraceriadelmonte,320 976 1774,"Via Poerio, 36",Casarano,Lecce,
Matanzenu,Italian restaurant,https://social.quandoo.com/en/groups/matanzenu-campi-salentina-104846,347 654 3725,"Via Taranto, 60",Campi Salentina,Lecce,
WHITE restaurant,Restaurant,https://social.quandoo.com/en/groups/white-restaurant-103582,348 820 6797,"Via Ruffano, 76",Casarano,Lecce,
Osteria del vicolo,Restaurant,,377 599 3680,"Via Principe di Napoli, 18",Casarano,Lecce,
Osteria Nonna Cia,Restaurant,,0833 193 8653,"Via Vittorio Emanuele IIº, 86",Casarano,Lecce,
Enjoy,Pizza restaurant,,0833 599836,"Via Nardò, 34",Casarano,Lecce,
Su Casteddhru | Cucina delle tradizioni,Restaurant,http://www.cucinasalentina.net/,0833 217915,"Piazza Giuseppe Garibaldi, 8",Casarano,Lecce,casteddhru@libero.it
trattoria la pergola via Matino 122 Casarano,Restaurant,,0833 502430,"Via Matino, 122",Casarano,Lecce,
Caseificio Galata di Rocco Prontera & C. - Prodotti tipici del Salento,Dairy,http://www.caseificiogalata.it/,0833 513500,"Viale Francesco Ferrari, 13",Casarano,Lecce,info@caseificiogalata.it
Mahalo Exotic Home,Restaurant,https://mahaloexotichouse.it/it/,0833 185 7123,"Via Pellegrino, 16",Casarano,Lecce,mahalo_exotichouse@libero.it
Il Chiosco delle Pizze,Pizza restaurant,,333 400 5290,"Via Alto Adige, 28",Casarano,Lecce,
Pizzeria Raggio di Sole,Pizza restaurant,,393 795 3086,"Via Covile, 11",Casarano,Lecce,
Pizzeria San Lorenzo,Pizza restaurant,,0833 502796,"Piazza Martiri Ungheresi, 11",Casarano,Lecce,
ZERO Pizza&Drink,Pizza restaurant,,329 755 0042,"Via Nardò, 22",Casarano,Lecce,
Pizzeria Raggio di Sole,Pizza restaurant,,393 795 3086,"Via Covile, 11",Casarano,Lecce,
Binario 17,Pizza restaurant,,340 838 0439,"Via Cisternella, 6",Casarano,Lecce,
Caffetteria Valentino,Bar,,0833 186 1850,"Via Cavour Conte Camillo Benso, 7/9",Casarano,Lecce,
SushiMaki,Japanese restaurant,https://www.sushimaki.it/,347 862 6935,"Via Giusti, 81 / A",Casarano,Lecce,
Chaplin,Pub,,0833 513584,"Viale Francesco Ferrari, 43",Casarano,Lecce,
Villa Marchesi Itap Srl,Wedding venue,http://www.villamarchesi.it/,328 748 6410,"str. Provinciale Carmiano-salice, Campi Salentina",Novoli,Lecce,
The Shakespeare Pub,Irish pub,https://social.quandoo.com/en/groups/the-shakespeare-pub-103670,388 246 5469,"Via Vecchia Matino, 2",Casarano,Lecce,
ZERO Pizza&Drink,Pizza restaurant,,329 755 0042,"Via Nardò, 22",Casarano,Lecce,
Villa de Donatis,Restaurant,http://www.villadedonatis.it/,349 834 0530,Via Madonna della Campana,Casarano,Lecce,
Le Locande Di Totó,Restaurant,,0833 186 0320,Piazza Nazario Sauro,Casarano,Lecce,
Origini Takeaway,Pizza takeaway,https://originicasarano.vedimenu.com/?fbclid=PAAaYIXVsig6KO-llmUk2xSzB3AC7bQ36pQSYnqpcgBOCmmkcU6IVMsstf5KA_aem_Ac28w16npFhC2LRcsg4OutukfeT1ssf9mkylzX7TdUGpkWmM6IETQRUzX7qozb6Y2CU,327 257 7640,"Via Roma, 82",Casarano,Lecce,
Istanbul Döner Kebab,Kebab shop,,349 734 6180,"Via Oronzo Tiso, 23",Casarano,Lecce,
Pizza Stella Di Finguerra Simone,Pizza restaurant,,0833 591365,"Via Nardò, 24",Casarano,Lecce,
33 Giri Gourmand Burgers,Hamburger restaurant,https://33giriburgers.it/it/,328 328 3658,"Piazza Libertà, 10",Campi Salentina,Lecce,
Dinastya sushi di Casarano,Restaurant,,375 628 3898,"Via Madonna della Campana, 11",Casarano,Lecce,
Vizi E Sfizi Di Mario Orlando,Pizza restaurant,,0833 513350,"Via Giusti, 83",Casarano,Lecce,
Cadillac Restaurant & Pizza,Restaurant,http://www.ristorantecadillac.com/,339 361 5571,"Via Alto Adige, 66",Casarano,Lecce,nome@email.com
Artigiani dei grani,Pizza restaurant,,0833 182 1075,"Piazza San Giovanni Elemosiniere, 29",Casarano,Lecce,
TRATTORIA PIZZERIA CORTE III,Pizza restaurant,https://social.quandoo.com/en/groups/trattoria-pizzeria-corte-iii-103693,388 731 2574,Via Roma,Casarano,Lecce,
450gradi,Pizza restaurant,,320 221 7247,"Corso XX Settembre, 179",Casarano,Lecce,
1000 Misture,Cocktail bar,https://www.instagram.com/reel/C-hyQBKt7K2/?igsh=dnE1NjNlcGdyczB0,0833 185 7123,"Via Pellegrino, 10",Casarano,Lecce,
Agnese De Donatis - Artigiana dei Sapori,Bistro,https://www.instagram.com/agnesededonatis/,349 834 0530,"Via S. Domenico, 21",Casarano,Lecce,
La Saporita,Pizza takeaway,https://www.instagram.com/lasaporita_10,345 851 4002,"Via Giotto, 2D",Casarano,Lecce,
Snack Bar Quadrophenia -,Espresso bar,https://instagram.com/quadropheniabarcasarano?igshid=YmMTA2M2Y=,0833 512405,"Piazza Umberto I, 58",Casarano,Lecce,
fast food da LEO,Steak house,http://www.leogrill.it/,393 556 1741,"Viale Francesco Ferrari, 43",Casarano,Lecce,
Ristorante,Restaurant,,379 136 3771,"Via Principe di Napoli, 18",Casarano,Lecce,
Vintage Club,Pizza restaurant,,351 519 0065,"Via Poerio, 44",Casarano,Lecce,
LA PINSERIA,Restaurant,,,"Piazza San Giovanni Elemosiniere, 29",Casarano,Lecce,
MOOD CAFÈ,Pub,,377 305 6319,"Via A. Lupo, 7",Casarano,Lecce,
Braceria Il Bardo -Contemporary Concept Steakhouse-,Barbecue restaurant,https://salentovip.it/listings/il-bardo/,338 457 2803,"Piazza Giuseppe Garibaldi, 33",Casarano,Lecce,
Valente - Ristorante del Salento,Italian restaurant,,0833 502268,"Piazzetta d'Elia, 4",Casarano,Lecce,
Pizzeria Express - Casarano,Pizza restaurant,,0833 512897,"Piazza Angelo Petracca, 6",Casarano,Lecce,
Al Civico6,Pizza restaurant,,327 763 1674,"Via S. Giuseppe, 10",Casarano,Lecce,
Braceria Papa,Restaurant,,347 380 3417,"Via Roma, 73, Via Mater Domini, 1",Squinzano,Lecce,
La Voglia,Pizza restaurant,http://www.lavogliasquinzano.it/,0832 781593,Piazza Vittoria,Squinzano,Lecce,
MARENUESCIU CUCINA TIPICA MARINARA,Restaurant,https://www.facebook.com/marenuesciu/,329 022 7227,"Via Botteghe Nuove, 66",Squinzano,Lecce,
Oveja Negra,Pub,http://www.ovejanegrapub.it/,347 378 1054,"Via Nanni, 135",Squinzano,Lecce,
1994 da Santino,Pizza restaurant,,0832 782466,"Via Isonzo, 1/G",Squinzano,Lecce,
Il Caminetto,Pizza restaurant,http://www.squinzanosenzafrontiere.it/web/caminetto/,0832 785466,"Via Giacomo Matteotti, 14",Squinzano,Lecce,
Pizzeria Da Marcello,Pizza restaurant,,0832 787811,"Via Superga, 2",Squinzano,Lecce,
Pizzeria La Combriccola,Restaurant,,347 187 8418,"Via Vittorio Veneto, 55",Squinzano,Lecce,
Pizzeria Da Franco,Restaurant,,340 406 2165,"Via Vittorio Veneto, 84",Squinzano,Lecce,
Braceria fast-food LA FENICE,Fast food restaurant,https://www.facebook.com/profile.php?id=100086520064650,,Via dei muratori,Squinzano,Lecce,
Il Mastro del Gusto,Pizza restaurant,https://www.facebook.com/Pizzeria-Il-Mastro-del-Gusto-111778833564160,347 379 3831,"Via Raffaello Sanzio, 75",Squinzano,Lecce,
Note di..... Gusto | Cafè,Cafeteria,https://www.paginesi.it/scheda/note-di-gusto-colazioni-speciali-aperitivi-gourmet-eventi-musicali/22380387/,350 543 4805,"Via Mater Domini, 11",Squinzano,Lecce,
PICCI TE FAME di Contino Sandro,Pizza restaurant,,388 369 8449,"Via Lecce, 153",Squinzano,Lecce,
PieroAngela il Mondo del Panino,Sandwich shop,https://pieroangelapaninoteca.com/,348 041 8811,"Via Cellino, 60",Squinzano,Lecce,
Da Antonio,Pizza takeaway,,329 805 8196,"Via Brindisi, 197",Squinzano,Lecce,
Ly Cannaruty di Mariangela Greco,Restaurant,,388 452 2603,"Via Raffaello Sanzio, 75",Squinzano,Lecce,
Jambo,Pizza restaurant,,392 083 1037,Largo Stazione,Squinzano,Lecce,
Zero52,Pizza takeaway,,0832 785155,"Via Maggiore Galliano, 79",Squinzano,Lecce,
Pizzeria Da Franco,Restaurant,,340 406 2165,"Via Vittorio Veneto, 84",Squinzano,Lecce,
Pasticceria Delizie Liaci Rossana,Pastry shop,http://www.delizie1995.it/,0832 785949,"Via A. Diaz, 167",Squinzano,Lecce,info@delizie1995.com
Ly Cannaruty di Mariangela Greco,Restaurant,,388 452 2603,"Via Raffaello Sanzio, 75",Squinzano,Lecce,
Dolce & Salato Di Antonucci Anna Maria,Cookie shop,,346 479 5959,"Via Santa Lucia, 17",Squinzano,Lecce,
La Crianza,Farmstay,,342 374 0708,"Via Torchiarolo, 12",Squinzano,Lecce,
Vittoria,Cake shop,http://www.vittoriapasticceria.it/,0832 782893,"Via Brindisi, Via Vittorio Veneto, 152",Squinzano,Lecce,
"""Al peschereccio"" - Pescheria da Angelo,",Fish store,https://www.daangeloalpeschereccio.it/,349 450 2752,"Via Lecce, 193",Squinzano,Lecce,angelopoci@libero.it
Caffé Raffaello,Cafe,,,"Via Raffaello Sanzio, 90",Squinzano,Lecce,
Lu container,Pizza restaurant,,331 448 9424,Via Martin Luther King,Squinzano,Lecce,
La Bottega della Carne,Mutton barbecue restaurant,,346 613 6547,"Via G. Galilei, 21/23",Squinzano,Lecce,
Agriturismo Le Tagliate,Farmstay,https://agriturismoletagliateuggiano.jimdofree.com/,0836 812779,"Via Badisco, 135",Uggiano la Chiesa,Lecce,
Matisse,Restaurant,https://www.facebook.com/matisseristorante/,329 531 7784,"Via Giuseppe Garibaldi, 113A",Uggiano La Chiesa,Lecce,
Ristorante @ Gattamora,Restaurant,,,"Via Campo Sportivo, 33",Uggiano la Chiesa,Lecce,
Masseria Gattamora,Hotel,http://www.gattamora.it/,0836 817936,"Via Campo Sportivo, 33",Uggiano la Chiesa,Lecce,
Borgo Massella,Restaurant,,0836 812909,"Via D. Manin, 33",Casamassella,Lecce,
Skafè,Pizza restaurant,https://skafe.it/,334 371 0037,Via delle Mimose,Uggiano La Chiesa,Lecce,skafe@mail.com
Agriturismo Agrodolce,Farmstay,,340 871 4588,"SP358, 125",Uggiano la Chiesa,Lecce,
Calzone Salentino,Restaurant,,349 509 8600,"Via Casamassella, 45",Uggiano la Chiesa,Lecce,
RISTORANTE Mulino a Vento,Restaurant,https://mulinoavento.it/servizi/ristorante/,328 981 6853,"Presso Resort Mulino a Vento, Via Palombaro",Uggiano la Chiesa,Lecce,info@mulinoavento.it
Osteria dei Giusti,Chophouse restaurant,,0836 817433,"Via Uggiano, 17",Casamassella,Lecce,
Bingo Bongo,Pizza restaurant,,366 487 5993,"Via Indipendenza, 33",Uggiano La Chiesa,Lecce,
Lu Passatiempu,Meat dish restaurant,https://www.facebook.com/paninotecalupassatiempu,389 889 9459,"Via Indipendenza, 33",Uggiano la Chiesa,Lecce,
Mozzica e fusci,Pizza restaurant,http://foodymenu.it/menu/Mozzica-e-Fusci,0836 212130,"Via Roma, 74",Uggiano la Chiesa,Lecce,iStock-1414575281-kySG-RgnrXPWRLIrU3yCfn6oXl4N-620x385@Cucina-Web.jpg
Pasticceria Dolce Vita,Cake shop,,0836 817307,"Piazza Umberto I, 2",Uggiano La Chiesa,Lecce,
Agriturismo Scalelle,Restaurant,http://www.scalelle.com/,0836 804653,SP358 Otranto - Uggiano la chiesa,Otranto,Lecce,
Ristorante La Gràmola - c/o Fondazione Le Costantine,Italian restaurant,,380 648 8352,"c/o Fondazione Le Costantine, Via Costantine",Casamassella,Lecce,
Vini Menhir Salento S.R.L.,Italian restaurant,http://www.menhirsalento.com/,339 532 5877,"Via Giuseppina Scarciglia, 18",Minervino di Lecce,Lecce,
Il Pumo restaurant,Italian restaurant,https://www.ilpumorestaurant.it/contatti/,0836 801563,Via Presbitero Pantaleone,Otranto,Lecce,hotelvillarosaantico@gmail.com
Marquinhos - Brasitalian Food & Cocktail Bar,Bar & grill,http://www.marquinhos.it/,351 532 4800,"Piazza Umberto I, 28",Uggiano la Chiesa,Lecce,
La Cucina della Provvidenza,Restaurant,http://www.lacucinadellaprovvidenza.com/,0836 812999,"litoranea Otranto, Porto Badisco",Otranto,Lecce,info@lacucinadellaprovvidenza.com
Scirocco home restaurant,Farmstay,https://www.facebook.com/homerestaurantScirocco/,327 936 0305,"Via Vicinale Sant'Emiliano, SNC",Otranto,Lecce,
FronteMare...ristorante,Seafood restaurant,https://facebook.com/Ristorante-FronteMare-Otranto-101135618783816/,329 532 2456,Lungomare Terra D'Otranto,Otranto,Lecce,
I Rocci Ristorante,Restaurant,http://irocci.it/,0836 954122,"Via Martiri d'Otranto, 6",Cocumola,Lecce,example@gmail.com
Puteca De Mieru,Restaurant,,339 726 4696,"Via Vittorio Emanuele II, 47",Minervino di Lecce,Lecce,
Macelleria Braceria Santoro,Butcher shop,http://www.macelleriasantoro.it/,331 390 9802,"Via Minervino, 53",Uggiano La Chiesa,Lecce,
Farm The Megalith,Farmstay,http://www.agriturismoilmegalite.it/,345 661 6133,Strada provinciale 277 Giurdignano-Otranto,Giurdignano,Lecce,info@agriturismoilmegalite.it
Masseria Bandino,Hotel,http://www.masseriabandino.it/,0836 804647,Via Vicinale Sant'Emiliano,Otranto,Lecce,reception@masseriabandino.it
Agriturismo Napulitanu,Farmstay,http://www.napulitanu.it/,328 123 1579,"via Torre Mozza, Via Torre Mozza",Uggiano La Chiesa,Lecce,
Silver Food,Fast food restaurant,,333 716 2853,"Via Minervino, 79",Uggiano La Chiesa,Lecce,
Borgo Mulino a Vento - Resort,Hotel,http://www.mulinoavento.it/,0836 812942,"Presso Borgo Mulino a Vento, Via Palombaro",Uggiano la Chiesa,Lecce,info@mulinoavento.it
Postofisso pucceria agricola,Sandwich shop,,0836 802976,"Via Costantino I, 15",Otranto,Lecce,
MERAKI,Restaurant,,320 752 8990,"Via Regina Elena, 4",Cerfignano,Lecce,
Skafè Baguetteria,Sandwich shop,,329 857 0493,"Lungomare Terra D'Otranto, 17",Otranto,Lecce,
VIAPUNTA7 Tapas Restaurant,Tapas restaurant,,375 900 7278,"Via Punta, 7",Otranto,Lecce,
Terra degli Ulivi Restaurant,Restaurant,https://terradegliulivirestaurantotranto.eatbu.com/,327 699 3625,SP277,Otranto,Lecce,
Amélie Restaurant,Italian restaurant,https://amelierestaurant.it/,327 114 4787,"Via Giuseppe Garibaldi, 12",Maglie,Lecce,info@amelierestaurant.it
Malliè Ristorante,Pizza restaurant,http://www.mallieristorante.it/,333 665 9460,"Via Ospedale, 64",Maglie,Lecce,
L'AllegraScottona,Grill,http://www.lallegrascottonapub.it/,0836 311930,"Via Umberto I, 65",Maglie,Lecce,info@lallegrascottonapub.it
Bombetta,Restaurant,,327 449 2515,"Via Madonna di Leuca, 155",Maglie,Lecce,
Officine Cavour Bistrò,Bistro,,0836 230529,"Corso Cavour, 56",Maglie,Lecce,
Santi Spiriti,Restaurant,,338 436 6249,"piazzetta Rosetta Palma, 2",Maglie,Lecce,
Belami - Hotel Ristorante Cantina,Restaurant,http://www.hotelbelami.it/,327 146 1522,"Via Roma, 86",Maglie,Lecce,
Joey bistrot cafe',Restaurant,http://2night.it/joey-bistrot-cafe-maglie.html,0836 308227,"Via S. Giuseppe, 21",Maglie,Lecce,info@2night.it
Classico Maglie,Restaurant,http://classicomaglie.it/,0836 312945,Piazza Aldo Moro,Maglie,Lecce,
La Cascina...pizza & gril...dal 1986,Pizza restaurant,https://www.lacascinamaglie.it/,0836 424712,"Via Indipendenza, 58",Maglie,Lecce,info@lacascinamaglie.it
Ristorante Il Diavolicchio Goloso,Restaurant,http://www.agriturismoildiavolicchio.it/,329 635 2788,Via Mammacasella,Otranto,Lecce,
Masseria Vignenove,Farmstay,http://www.masseriavignenove.it/,392 092 7646,"Via Santi Medici, snc",Uggiano la Chiesa,Lecce,
Locanda Dei Semplici,Seafood restaurant,,328 227 0918,"Via Alcide De Gasperi, 21",Maglie,Lecce,
PEPÈ Beer & Grill,Restaurant,,0836 309986,"Via Caduti di via Fani, 10",Maglie,Lecce,
Binario 19,Pizza restaurant,,0836 210017,"Via Circolone, 19",Maglie,Lecce,
Ristorante da Umberto 1972,Seafood restaurant,http://www.daumberto.com/,392 133 6753,"Via Concetta Annesi, 20",Maglie,Lecce,
La Palicella,Restaurant,,0836 427167,"Via Vincenzo Ingravalle, 31",Maglie,Lecce,
Casa Fida - cucina & tradizioni,Restaurant,https://social.quandoo.com/en/groups/casa-fida-cucina-&-tradizioni-104079,328 621 6548,"Via Caduti di via Fani, 37",Maglie,Lecce,
L'Arte Del Gusto,Espresso bar,https://m.facebook.com/artedelgustopasticceria/?ref=bookmarks,0836 211726,"Via Indipendenza, 11",Maglie,Lecce,
Ristorante da Umberto 1972,Seafood restaurant,http://www.daumberto.com/,392 133 6753,"Via Concetta Annesi, 20",Maglie,Lecce,
Papilla restaurant & event,Seafood restaurant,http://wwwpapillaresturantandevents.it/,320 347 9666,SP37,Maglie,Lecce,
Dynamite StreetFood,Sandwich shop,,388 257 2114,"Via Vittorio Emanuele, 155",Maglie,Lecce,
Gallone Real Pub - Maglie,Gastropub,https://www.gallonerealpub.it/,0833 162 0826,"Via Alcide De Gasperi, 45",Maglie,Lecce,
Binario 19,Pizza restaurant,,0836 210017,"Via Circolone, 19",Maglie,Lecce,
MAX | Massimo Mentasti,Restaurant,https://max-massimomentasti.it/,0836 503955,"Via de Viti de Marco, S/N",Maglie,Lecce,info@max-massimomentasti.it
Casa Fida - cucina & tradizioni,Restaurant,https://social.quandoo.com/en/groups/casa-fida-cucina-&-tradizioni-104079,328 621 6548,"Via Caduti di via Fani, 37",Maglie,Lecce,
432 - Respira • Gusta • Sogna,Creperie,,,"Via Giuseppe Pisanelli, 16",Maglie,Lecce,
VENTITRE,Pizza restaurant,,328 484 7051,"Via Caduti di via Fani, 2",Maglie,Lecce,
Quinta Essenza,Pizza restaurant,https://quintaessenzapizzeria.qromo.it/,351 661 7110,"Via Egidio Lanoce, 146",Maglie,Lecce,monteduroelio@pec.it
View Maglie | Ristorante e Sushi,Seafood restaurant,https://viewinthejungle.it/,345 983 8146,"Via Giuseppe Garibaldi, 23",Maglie,Lecce,info@viewinthejungle.it
Pinsieri di Antonio Pompei,Pizza restaurant,https://www.pinsieri.it/,388 953 8623,"Via G. Mangionello, 1/C",Maglie,Lecce,
Masseria Micali,Historical landmark,,,"Via de Viti de Marco, 28",Maglie,Lecce,
Focu Meu | Rosticceria,Pizza restaurant,,0836 211512,"Via Giovanni Paisiello, 56",Maglie,Lecce,
Pizzeria - A' Livella,Pizza restaurant,,329 829 9970,"Via Alcide De Gasperi, 88",Maglie,Lecce,
Caffè Leopardi,Bar,,0836 309157,"Via Alcide De Gasperi, 7",Maglie,Lecce,
Pizzeria da Jonny,Pizza restaurant,,371 312 5447,Via Salvatore Toma,Maglie,Lecce,
Da Sergio,Pizza restaurant,,0836 311265,"Via Thaon de Revel, 31",Maglie,Lecce,
Pizzeria Ristorante da Jerry,Pizza restaurant,,347 378 9237,"Via Scorrano, 76",Maglie,Lecce,
Ci sushi,Restaurant,,324 586 2567,"Via Ospedale, 72",Maglie,Lecce,
